时间,店名,产品,个数
2022/5/18,高新区小郭火锅店（天府三街直营店）,自然馋土豆宽粉180g*50,2
2022/5/18,高新区小郭火锅店（天府三街直营店）,自然馋火锅川粉180g*50,4
2022/5/18,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),27
2022/5/18,高新区小郭火锅店（天府三街直营店）,蜀大侠复合调味粉100g*90(升级版),2
2022/5/18,高新区小郭火锅店（天府三街直营店）,蜀大侠番茄汤膏300g*50(漫味龙),3
2022/5/18,高新区小郭火锅店（天府三街直营店）,黄天鹅高品质鸡蛋30个,6
2022/5/18,高新区小郭火锅店（天府三街直营店）,洁劲洗洁精10kg*2,4
2022/5/18,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,12
2022/5/18,高新区小郭火锅店（天府三街直营店）,千禾鲜蚝油6kg*2,2
2022/5/18,高新区小郭火锅店（天府三街直营店）,探川椒麻包95g*100,1
2022/5/18,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,2
2022/5/18,高新区小郭火锅店（天府三街直营店）,醪糟606g*12,2
2022/5/18,高新区小郭火锅店（天府三街直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/5/18,高新区小郭火锅店（天府三街直营店）,一次性独立包装火锅筷32cm-1400双,2
2022/5/18,高新区小郭火锅店（天府三街直营店）,千禾陈醋5L*2,2
2022/5/18,高新区小郭火锅店（天府三街直营店）,探川椒麻包26g*200,2
2022/5/18,高新区小郭火锅店（天府三街直营店）,蜀大侠食用植物调和油65ml*200,15
2022/5/18,高新区小郭火锅店（天府三街直营店）,原切大侠雪花肥牛20kg,1
2022/5/18,高新区小郭火锅店（天府三街直营店）,天味中式香肠85g*50,5
2022/5/18,高新区小郭火锅店（天府三街直营店）,香辣脆椒1kg*15,1
2022/5/19,高新区小郭火锅店（天府三街直营店）,贵妃牛肉餐具-底盘,30
2022/5/19,高新区小郭火锅店（天府三街直营店）,骨碟(粗7平)-密胺,1
2022/5/19,高新区小郭火锅店（天府三街直营店）,侠客风格-8寸圆盘,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,调味飞鱼籽1kg*10,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,3
2022/5/20,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/5/20,高新区小郭火锅店（天府三街直营店）,八奇牛青花椒味火锅牛排1kg*12(云阳),1
2022/5/20,高新区小郭火锅店（天府三街直营店）,爆爆滑黑虎虾滑500g*20,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋麻辣小郡肝1kg*12(蓝标),2
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,2
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,八奇牛蓝标肥牛3.572*7,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,大侠贡菜肉滑1kg*10,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,深海小海带海带苗10kg,2
2022/5/20,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/5/20,高新区小郭火锅店（天府三街直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,千喜鹤猪脑花(96个),1
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,2
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,2
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,3
2022/5/20,高新区小郭火锅店（天府三街直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,2
2022/5/20,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),3
2022/5/20,高新区小郭火锅店（天府三街直营店）,蜀大侠定制包装底料750g*22(外卖升级版),2
2022/5/20,高新区小郭火锅店（天府三街直营店）,泉润脱骨鸭掌2kg*6,1
2022/5/20,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,1
2022/5/21,高新区小郭火锅店（天府三街直营店）,仙达妮玻瓷净1kg*12(统采),1
2022/5/21,高新区小郭火锅店（天府三街直营店）,一次性网帽-50个(统采),4
2022/5/21,高新区小郭火锅店（天府三街直营店）,索玛PE保鲜膜(30cm*600m),1
2022/5/21,高新区小郭火锅店（天府三街直营店）,白色花边纸(统采),3
2022/5/21,高新区小郭火锅店（天府三街直营店）,750ml方形打包盒-300个(统采),6
2022/5/21,高新区小郭火锅店（天府三街直营店）,安利喷壶(统采),2
2022/5/20,高新区小郭火锅店（天府三街直营店）,茉莉柠檬茶酱1.2kg,3
2022/5/20,高新区小郭火锅店（天府三街直营店）,寒天晶球1kg,6
2022/5/20,高新区小郭火锅店（天府三街直营店）,巴西神果(红牛)1kg,6
2022/5/20,高新区小郭火锅店（天府三街直营店）,浦元家冷冻青提汁饮料1kg,6
2022/5/17,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),3
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,3
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,3
2022/5/17,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,1
2022/5/17,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/5/17,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,2
2022/5/17,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/5/17,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),2
2022/5/17,高新区小郭火锅店（天府三街直营店）,爆爆滑虾枣1kg*6,3
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,2
2022/5/17,高新区小郭火锅店（天府三街直营店）,大侠贡菜肉滑1kg*10,1
2022/5/17,高新区小郭火锅店（天府三街直营店）,潮禧汕头牛肉丸AAA特级500g*20,1
2022/5/17,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,2
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,3
2022/5/17,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,2
2022/5/17,高新区小郭火锅店（天府三街直营店）,八奇牛蓝标肥牛3.572*7,1
2022/5/17,高新区小郭火锅店（天府三街直营店）,原切大侠雪花肥牛20kg,1
2022/5/22,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油100g*96,4
2022/5/22,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,6
2022/5/22,高新区小郭火锅店（天府三街直营店）,蜀大侠盒装纸巾(250盒),4
2022/5/22,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),6
2022/5/22,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油50g*132,5
2022/5/22,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,5
2022/5/22,高新区小郭火锅店（天府三街直营店）,小枣1.5kg,4
2022/5/21,高新区小郭火锅店（天府三街直营店）,一次性pe手套-10000只,1
2022/5/24,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/5/24,高新区小郭火锅店（天府三街直营店）,大侠贡菜肉滑1kg*10,1
2022/5/24,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/5/24,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,2
2022/5/24,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,3
2022/5/24,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,3
2022/5/24,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/5/24,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,1
2022/5/24,高新区小郭火锅店（天府三街直营店）,黄天鹅高品质鸡蛋30个,6
2022/5/24,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,1
2022/5/24,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/5/24,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,3
2022/5/25,高新区小郭火锅店（天府三街直营店）,300ml玻璃瓶-60个,4
2022/5/25,高新区小郭火锅店（天府三街直营店）,300ml玻璃瓶包装杯贴400套,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,千禾陈醋5L*2,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,千禾鲜蚝油6kg*2,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,蜀大侠松茸底料258g*30,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋番茄火锅底料200g*50,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,单支塑料吸管-10000支(统采),1
2022/5/26,高新区小郭火锅店（天府三街直营店）,蜀大侠食用植物调和油65ml*200,15
2022/5/26,高新区小郭火锅店（天府三街直营店）,蜀大侠盒装纸巾(250盒),1
2022/5/25,高新区小郭火锅店（天府三街直营店）,红豆罐头930g,4
2022/5/25,高新区小郭火锅店（天府三街直营店）,金桔柠檬汁1.2kg,12
2022/5/25,高新区小郭火锅店（天府三街直营店）,浦元家青稞龙珠850g,3
2022/5/25,高新区小郭火锅店（天府三街直营店）,茉莉柠檬茶酱1.2kg,3
2022/5/25,高新区小郭火锅店（天府三街直营店）,冰糖糖浆2.5kg,6
2022/5/26,高新区小郭火锅店（天府三街直营店）,泉润脱骨鸭掌2kg*6,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),4
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋麻辣小郡肝1kg*12(蓝标),2
2022/5/26,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,4
2022/5/26,高新区小郭火锅店（天府三街直营店）,香辣酥400g*20,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,4
2022/5/26,高新区小郭火锅店（天府三街直营店）,八奇牛青花椒味火锅牛排1kg*12(云阳),1
2022/5/26,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,海之隆脆骨羊肉板2.5kg*10,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,3
2022/5/26,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,手切羔羊肋排肉1.25kg*14,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,火锅虾仁蛋饺120g*24,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,大侠贡菜肉滑1kg*10,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,5
2022/5/26,高新区小郭火锅店（天府三街直营店）,潮禧汕头牛肉丸AAA特级500g*20,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,爆爆滑黑虎虾滑500g*20,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,八奇牛蓝标肥牛3.572*7,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),2
2022/5/26,高新区小郭火锅店（天府三街直营店）,千喜鹤猪脑花(96个),1
2022/5/26,高新区小郭火锅店（天府三街直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/5/27,高新区小郭火锅店（天府三街直营店）,自然馋香辣蘸料500g*20,1
2022/5/27,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,2
2022/5/27,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,3
2022/5/27,高新区小郭火锅店（天府三街直营店）,峰仔白色恋人330g*14,1
2022/5/27,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,2
2022/5/27,高新区小郭火锅店（天府三街直营店）,蜀大侠专用竹签-5000根,1
2022/5/26,高新区小郭火锅店（天府三街直营店）,冰红葡萄酒187ml*24,1
2022/5/25,高新区小郭火锅店（天府三街直营店）,美好火腿肠170g*30,4
2022/5/25,高新区小郭火锅店（天府三街直营店）,醪糟606g*12,1
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠菌汤膏135g*74,2
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),12
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),4
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,5
2022/5/25,高新区小郭火锅店（天府三街直营店）,笋胡子清水笋片1kg*10,7
2022/5/25,高新区小郭火锅店（天府三街直营店）,花千骨专用红油,1
2022/5/25,高新区小郭火锅店（天府三街直营店）,自然馋火锅川粉180g*50,4
2022/5/25,高新区小郭火锅店（天府三街直营店）,洁劲洗洁精10kg*2,3
2022/5/25,高新区小郭火锅店（天府三街直营店）,自然馋黑土猪火锅午餐肉340g*24,3
2022/5/25,高新区小郭火锅店（天府三街直营店）,探川椒麻包26g*200,3
2022/5/25,高新区小郭火锅店（天府三街直营店）,菊乐纯牛奶250ml*24,3
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠复合调味粉120g*75(升级版),4
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),10
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠外卖无纺布袋30cm*20cm*38cm-50个,2
2022/5/25,高新区小郭火锅店（天府三街直营店）,探川椒麻包110g*100,2
2022/5/25,高新区小郭火锅店（天府三街直营店）,元宝大豆油10L*2,2
2022/5/25,高新区小郭火锅店（天府三街直营店）,白酒,1
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠番茄汤膏300g*50(漫味龙),4
2022/5/25,高新区小郭火锅店（天府三街直营店）,桌布,200
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠定制包装底料750g*22(外卖升级版),2
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料600g*30(升级版),1
2022/5/25,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,10
2022/5/25,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),5
2022/5/25,高新区小郭火锅店（天府三街直营店）,自然馋香辣蘸料500g*20,1
2022/5/29,高新区小郭火锅店（天府三街直营店）,红豆罐头930g,6
2022/5/29,高新区小郭火锅店（天府三街直营店）,茉莉柠檬茶酱1.2kg,4
2022/5/29,高新区小郭火锅店（天府三街直营店）,浦元家青稞龙珠850g,6
2022/5/29,高新区小郭火锅店（天府三街直营店）,金桔柠檬汁1.2kg,24
2022/5/29,高新区小郭火锅店（天府三街直营店）,浦元家冷冻青提汁饮料1kg,12
2022/5/29,高新区小郭火锅店（天府三街直营店）,2021年短袖厨师服M(含围裙),2
2022/5/29,高新区小郭火锅店（天府三街直营店）,2021年短袖厨师服XL(含围裙),2
2022/5/29,高新区小郭火锅店（天府三街直营店）,2021年短袖厨师服XXL(含围裙),4
2022/5/29,高新区小郭火锅店（天府三街直营店）,2021年短袖厨师服L(含围裙),3
2022/5/29,高新区小郭火锅店（天府三街直营店）,2021年短袖厨师服S(含围裙),2
2022/5/29,高新区小郭火锅店（天府三街直营店）,寒天晶球1kg,4
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,3
2022/5/30,高新区小郭火锅店（天府三街直营店）,大侠贡菜肉滑1kg*10,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,海之隆脆骨羊肉板2.5kg*10,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/5/30,高新区小郭火锅店（天府三街直营店）,深海小海带海带苗10kg,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,4
2022/5/30,高新区小郭火锅店（天府三街直营店）,千喜鹤猪脑花(96个),2
2022/5/30,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,爆爆滑黑虎虾滑500g*20,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,泉润脱骨鸭掌2kg*6,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,2
2022/5/30,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/5/26,高新区小郭火锅店（天府三街直营店）,爆爆滑虾肉卷1kg*10,2
2022/5/26,高新区小郭火锅店（天府三街直营店）,原切大侠雪花肥牛20kg,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/5/29,高新区小郭火锅店（天府三街直营店）,大侠贡菜肉滑1kg*10,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,卤肥肠1kg*10,1
2022/5/29,高新区小郭火锅店（天府三街直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,泉润脱骨鸭掌2kg*6,1
2022/5/29,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/29,高新区小郭火锅店（天府三街直营店）,海霸王虾味饺100g*30,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),3
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋黑鱼片500g*20,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋麻辣排骨1.2kg*8,4
2022/5/29,高新区小郭火锅店（天府三街直营店）,深海小海带海带苗10kg,1
2022/5/29,高新区小郭火锅店（天府三街直营店）,八奇牛蓝标肥牛3.572*7,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,模拟蟹柳500g*20,3
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋大刀腰片(金标)500g*20,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋严选千层肚1kg*10,3
2022/5/29,高新区小郭火锅店（天府三街直营店）,海之隆脆骨羊肉板2.5kg*10,1
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋贡菜5kg,2
2022/5/29,高新区小郭火锅店（天府三街直营店）,千喜鹤猪脑花(96个),1
2022/5/29,高新区小郭火锅店（天府三街直营店）,爆爆滑黑虎虾滑500g*20,1
2022/5/29,高新区小郭火锅店（天府三街直营店）,冰糖糖浆2.5kg,6
2022/5/29,高新区小郭火锅店（天府三街直营店）,自然馋土豆宽粉180g*50,3
2022/5/29,高新区小郭火锅店（天府三街直营店）,蜀大侠复合调味粉60g*150(升级版),3
2022/5/29,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),20
2022/5/29,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,15
2022/5/30,高新区小郭火锅店（天府三街直营店）,蜀大侠毛肚专用腌制料2.5kg,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版微辣2.0）,5
2022/5/30,高新区小郭火锅店（天府三街直营店）,黄天鹅高品质鸡蛋30个,1
2022/5/30,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料600g*30(升级版),1
2022/5/30,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),8
2022/5/30,高新区小郭火锅店（天府三街直营店）,垃圾袋85cm*90cm-500个,1
2022/5/31,高新区小郭火锅店（天府三街直营店）,糯米锅巴5kg,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,甜品小标签2.5cm*3.5cm-100张,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,芒果味布丁粉1kg,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,牛奶味布丁粉1kg,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,浦元家红豆龙珠850g,4
2022/6/1,高新区小郭火锅店（天府三街直营店）,一次性勺子黄色-500个(统采),2
2022/6/1,高新区小郭火锅店（天府三街直营店）,一次性勺子透明-500个(统采),1
2022/6/1,高新区小郭火锅店（天府三街直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),1
2022/6/1,高新区小郭火锅店（天府三街直营店）,自然馋*美好川味小酥肉1kg*10,3
2022/6/1,高新区小郭火锅店（天府三街直营店）,自然馋手工糍粑280g*20,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,自然馋麻辣小郡肝1kg*12(蓝标),2
2022/6/1,高新区小郭火锅店（天府三街直营店）,八奇牛麻辣牛肉1.2kg*10,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,原切大侠雪花肥牛20kg,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,八奇牛蓝标肥牛3.572*7,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),1
2022/5/31,高新区小郭火锅店（天府三街直营店）,糯米锅巴5kg,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠盒装纸巾(250盒),6
2022/6/1,高新区小郭火锅店（天府三街直营店）,千禾陈醋5L*2,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),6
2022/6/1,高新区小郭火锅店（天府三街直营店）,笋胡子清水笋片1kg*10,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠椅子,5
2022/6/1,高新区小郭火锅店（天府三街直营店）,千禾鲜蚝油6kg*2,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,自然馋番茄火锅底料200g*50,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,元宝大豆油10L*2,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),2
2022/6/1,高新区小郭火锅店（天府三街直营店）,黄天鹅高品质鸡蛋30个,6
2022/6/1,高新区小郭火锅店（天府三街直营店）,自然馋黑土猪火锅午餐肉340g*24,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,自然馋牛奶鸭血300g*20,8
2022/6/1,高新区小郭火锅店（天府三街直营店）,美好火腿肠170g*30,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/6/1,高新区小郭火锅店（天府三街直营店）,自然馋火锅川粉180g*50,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠菌汤膏135g*74,2
2022/6/1,高新区小郭火锅店（天府三街直营店）,热敏纸80mm*80mm,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠辣椒面2.5kg*6,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,索玛PE保鲜膜(30cm*600m),1
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,洁劲洗洁精10kg*2,3
2022/6/1,高新区小郭火锅店（天府三街直营店）,福粮长粒香米25kg,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,垃圾袋85cm*90cm-500个,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,醪糟606g*12,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,索玛PE保鲜膜(45cm*500m),1
2022/6/1,高新区小郭火锅店（天府三街直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),6
2022/6/1,高新区小郭火锅店（天府三街直营店）,枸杞1.5kg,1
2022/6/1,高新区小郭火锅店（天府三街直营店）,探川鸭肠腌制料(调味料升级版)260g*40,1
2022/6/2,高新区小郭火锅店（天府三街直营店）,一次性布丁杯110ml(含平盖）2000套,1
2022/6/4,高新区小郭火锅店（天府三街直营店）,白色花边纸(统采),4
2022/6/4,高新区小郭火锅店（天府三街直营店）,菊乐纯牛奶250ml*24,3
2022/6/4,高新区小郭火锅店（天府三街直营店）,糯米锅巴5kg,2
2022/6/4,高新区小郭火锅店（天府三街直营店）,天味中式香肠85g*50,3
